"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","ウェブサイト","所在地","正式名称","略称","設立年月日","英語名称","組織形態","前身","法人番号","所長","上位組織","人数","所管","本部所在地","予算","設置者","設立","研究科","学校種別"
"国立情報学研究所","[国立情報学研究所（同）] 学術情報センター（National Center for Science Information Systems  、略称： NACSIS （ナクシス））を前身とする組織で、2000年に設置された。2012年4月時点で、職員127名、客員教授等が107名、特任教授等が22名、特定有期雇用職員214名、大学院生126名が在籍している  。年間予算は107億円（2012年度）  。","https://ja.wikipedia.org/wiki/国立情報学研究所","研究所","https://ja.wikipedia.org/wiki/研究所","箇条書き,制限あり","北緯35度41分32.86秒東経139度45分29.17秒","https://www.nii.ac.jp/","日本〒101-8430東京都千代田区一ツ橋2-1-2（一橋大学千代田キャンパス）北緯35度41分32.86秒東経139度45分29.17秒﻿ / ﻿北緯35.6924611度 東経139.7581028度﻿ /35.6924611; 139.7581028","国立情報学研究所","NII","2000年4月","National Institute of Informatics","大学共同利用機関法人","学術情報センター（NACSIS）","","喜連川優","情報・システム研究機構","596（客員教授、有期雇用職員、大学院生などを含む。2012年4月時点）","文部科学省","","年間予算107億円（2012年度）","","","",""
"統計数理研究所","[統計数理研究所（同）] 統計数理研究所 （とうけいすうりけんきゅうじょ、英：The Institute of Statistical Mathematics、略： ISM ）は、 東京都 立川市 にある 大学共同利用機関 。略称は「統数研」。 大学共同利用機関法人 情報・システム研究機構 を構成する。 総合研究大学院大学 から大学院生を受け入れている。","https://ja.wikipedia.org/wiki/統計数理研究所","研究所","https://ja.wikipedia.org/wiki/研究所","箇条書き,制限あり","北緯35度42分44.6秒東経139度24分32秒","https://www.ism.ac.jp/","日本〒190-8562東京都立川市緑町10番地の3北緯35度42分44.6秒東経139度24分32秒﻿ / ﻿北緯35.712389度 東経139.40889度﻿ /35.712389; 139.40889","統計数理研究所","統数研、ISM","1944年","The Institute of Statistical Mathematics","大学共同利用機関","","","椿広計","大学共同利用機関法人情報・システム研究機構","全172人（2006年度）* 73人（期限の定めなき雇用）* 39人（客員）* 60人（有期雇用）","文部科学省","","18億円（2005年度実績）","","","",""
"国立遺伝学研究所","[国立遺伝学研究所（同）] 国立遺伝学研究所 （こくりついでんがくけんきゅうしょ、英：National Institute of Genetics）は、 遺伝学 や 生命科学 の 研究所 で、 情報・システム研究機構 を構成する 大学共同利用機関 の一つ。 静岡県 三島市 に所在する  。 総合研究大学院大学 生命科学研究科遺伝学専攻があり、大学院教育も行われている。遺伝学研究所内に 日本遺伝学会 事務局が置かれている。2014年度まで、国家事業である ナショナルバイオリソースプロジェクト の事務局も置かれた。","https://ja.wikipedia.org/wiki/国立遺伝学研究所","研究所","https://ja.wikipedia.org/wiki/研究所","箇条書き,制限あり","北緯35度7分4秒東経138度56分18.6秒","https://www.nig.ac.jp/","日本〒411-8540静岡県三島市谷田1111北緯35度7分4秒東経138度56分18.6秒﻿ / ﻿北緯35.11778度 東経138.938500度﻿ /35.11778; 138.938500","国立遺伝学研究所","遺伝研、NIG","1949年","National Institute of Genetics","大学共同利用機関","","","花岡文雄","情報・システム研究機構","スタッフ数：約400人* 教員約70人含む*（管理部、技術課、博士研究員、大学院生、補佐員等含む）","文部科学省","","45億円（2012年度）","","","",""
"警察本部","[各都道府県警察本部の科学捜査研究所] 警察本部 （けいさつほんぶ）は、都道府県警察の 本部 である。「 都道府県警察 」とは、 警察法 2条に定める事務を執り行うため当該 都道府県 が設置した組織  であり、その中枢が「警察本部」である。また、 庁舎 そのものを指す語でもある。","https://ja.wikipedia.org/wiki/警察本部","研究所","https://ja.wikipedia.org/wiki/研究所","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"教育研究所","[各都道府県の教育研究所] 教育研究所 （きょういくけんきゅうしょ）は、 教育 一般、特定の教育領域、教育テーマなどに関する研究、調査、教育技術研修を企画して運営する施設に多用される名称。国や 地方公共団体 、 大学 付属施設や 民間企業 、など設置機関は様々である。","https://ja.wikipedia.org/wiki/教育研究所","研究所","https://ja.wikipedia.org/wiki/研究所","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"北海道立衛生研究所","[北海道立衛生研究所] 北海道立衛生研究所 （ほっかいどうりつえいせいけんきゅうしょ）は、 公衆衛生 の向上を目的として 北海道 が設置する 研究所 である。 ボツリヌス菌 による 食中毒 の 血清療法 と エキノコックス症 の 疫学 と 血清 診断などでは、国際的に高い評価を得ている  。","https://ja.wikipedia.org/wiki/北海道立衛生研究所","研究所","https://ja.wikipedia.org/wiki/研究所","箇条書き,制限あり","北緯43度4分59秒東経141度19分59秒","","〒060-0819札幌市北区北19条西12丁目北緯43度4分59秒東経141度19分59秒﻿ / ﻿北緯43.08306度 東経141.33306度﻿ /43.08306; 141.33306﻿ (北海道立衛生研究所)座標:北緯43度4分59秒東経141度19分59秒﻿ / ﻿北緯43.08306度 東経141.33306度﻿ /43.08306; 141.33306﻿ (北海道立衛生研究所)","北海道立衛生研究所","","1949年9月3日","Hokkaido Institute of Public Health","公立","北海道衛生部衛生試験所","","岡野素彦","","61","","","","","","",""
"北海道立総合研究機構","[北海道立総合研究機構[9] 地方独立行政法人北海道立総合研究機構 （ちほうどくりつぎょうせいほうじんほっかいどうりつそうごうけんきゅうきこう、略称：「道総研」、英訳名： \"Hokkaido Research Organization\" ）は 北海道 が設立した 地方独立行政法人 である。","https://ja.wikipedia.org/wiki/北海道立総合研究機構","研究所","https://ja.wikipedia.org/wiki/研究所","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"秋田県立脳血管研究センター","[秋田県立脳血管研究センター] 秋田県立循環器・脳脊髄センター （あきたけんりつじゅんかんき・のうせきずいセンター）は、 秋田県 秋田市 千秋久保田町にある 病院 、及び医学 研究所 である。 救急告示病院 。","https://ja.wikipedia.org/wiki/秋田県立脳血管研究センター","研究所","https://ja.wikipedia.org/wiki/研究所","箇条書き,制限あり","北緯39度43分12.9秒東経140度7分37.4秒","","〒010-0874秋田県秋田市千秋久保田町6番10号","地方独立行政法人秋田県立病院機構 秋田県立循環器・脳脊髄センター","","","Akita Cerebrospinal and Cardiovascular Center","","","","","","","","","","","","",""
"茨城県工業技術センター","[茨城県工業技術センター] 茨城県工業技術センター （いばらきけんこうぎょうぎじゅつセンター）とは、 茨城県 が設置する 公設試験研究機関 であり、「工業」「食品」「工芸（ 結城紬 、 笠間焼 ）」等の業界を支援する機関である。","https://ja.wikipedia.org/wiki/茨城県工業技術センター","研究所","https://ja.wikipedia.org/wiki/研究所","箇条書き,制限あり","北緯36度19分03.2秒東経140度27分32.4秒","","","茨城県工業技術センター","","1985年（昭和60年）4月","Industrial Technology Institute Of Ibaraki Prefecture","","茨城県工業試験所，茨城県繊維工業指導所，茨城県窯業指導所，茨城県食品試験所","","","","","茨城県","","","","","",""
"東京都立産業技術研究センター","[東京都立産業技術研究センター] 地方独立行政法人東京都立産業技術研究センター （とうきょうとりつさんぎょうぎじゅつけんきゅうセンター、 英語 : Tokyo Metropolitan Industrial Technology Research Institute、略： 都産技研 、 TIRI ）は、 東京都 が設置する 公設試験研究機関 である。 産業技術に関する試験、研究、普及及び技術支援等を行うことにより都内中小企業の振興を図り、もって都民生活の向上に寄与すること  を目的としている。","https://ja.wikipedia.org/wiki/東京都立産業技術研究センター","研究所","https://ja.wikipedia.org/wiki/研究所","箇条書き,制限あり","北緯35度37分7.2秒東経139度46分47秒","","〒135-0064東京都江東区青海2-4-10北緯35度37分7.2秒東経139度46分47秒﻿ / ﻿北緯35.618667度 東経139.77972度﻿ /35.618667; 139.77972﻿ (東京都立産業技術研究センター)座標:北緯35度37分7.2秒東経139度46分47秒﻿ / ﻿北緯35.618667度 東経139.77972度﻿ /35.618667; 139.77972﻿ (東京都立産業技術研究センター)","東京都立産業技術研究センター","都産技研、TIRI","","Tokyo Metropolitan Industrial Technology Research Institute","地方独立行政法人","","6010605002434","","","","","","","","","",""
"東京都農林総合研究センター","[東京都農林総合研究センター] 東京都農林総合研究センター （とうきょうとのうりんそうごうけんきゅうセンター）は、東京都立川市富士見町にある、 農業 、 畜産 、 林業 の試験研究機関である。 東京都（産業労働局） が、同センターの運営を財団法人東京都農林水産振興財団に 2005年 （平成17年）4月から委託している。職員のほとんどが 東京都 からの 派遣職員 （都の職員）である。 平成17年3月までは、 東京都農業試験場 、 東京都畜産試験場 、 東京都林業試験場 であったが、組織再編・財団化により 島しょ 部を除き同センターとなった。なお、島しょ部は、 2005年 （平成17年）4月に 東京都水産試験場 及び中央農業改良普及センターの島しょ部の支所とともに、 東京都島しょ農林水産総合センター になった。 2006年 （平成18年）4月に、東京都立食品技術センターが、財団法人東京都農林水産振興財団が指定管理者となったことから、農林総合研究センターの一組織となった。平成20年4月に組織が一部改正された。 2010年 （平成22年）4月に公益財団法人化され、公益財団法人 東京都農林水産振興財団 となった。","https://ja.wikipedia.org/wiki/東京都農林総合研究センター","研究所","https://ja.wikipedia.org/wiki/研究所","箇条書き,制限あり","","https://www.tokyo-aff.or.jp/site/center/","日本東京都立川市富士見町","東京都農林総合研究センター","農総研","","Tokyo Metropolitan Agriculture And Forestry Research Center","","東京都農業試験場、東京都畜産試験場、東京都林業試験場","","望月龍也","東京都農林水産振興財団","","","","","","","",""
