title	symbol	value	r	g	b	formationAge_ja	formationAge_en	group_ja	group_en	lithology_ja	lithology_en
新生代 古第三紀 始新世 ルテシアン期〜新第三紀 中新世 後期バーディガリアン期, 泥質片麻岩・泥質ミグマタイト 低P/T型広域変成岩　斜方輝石帯（グラニュライト相）	Pg2-N121_mgmpe_lop	9a000c	154	0	12	新生代 古第三紀 始新世 ルテシアン期〜新第三紀 中新世 後期バーディガリアン期	Cenozoic Paleogene Eocene Lutetian - Neogene Miocene late Burdigalian	変成岩	Metamorphic rocks	泥質片麻岩・泥質ミグマタイト 低P/T型広域変成岩　斜方輝石帯（グラニュライト相）	pelitic gneiss & migmatite orthopyroxene zone (granulite facies rocks) of low P/ regional metamorphic rocks
新生代 新第三紀 中新世 メッシニアン期〜鮮新世, 変成かんらん岩 低P/T型広域変成岩　緑色片岩相	N3_mrpr_lgs	9a00a0	154	0	160	新生代 新第三紀 中新世 メッシニアン期〜鮮新世	Cenozoic Neogene Miocene Messinian - Pliocene	変成岩	Metamorphic rocks	変成かんらん岩 低P/T型広域変成岩　緑色片岩相	metaperidotite greenschist facies rock of low P/T regional metamorphic rocks
中生代 前期白亜紀 アプチアン期〜アルビアン期, 閃緑岩・石英閃緑岩 島弧・大陸	K12_pbd_a	9a1797	154	23	151	中生代 前期白亜紀 アプチアン期〜アルビアン期	Mesozoic Early Cretaceous Aptian - Albian	火成岩	Igneous rocks	閃緑岩・石英閃緑岩 島弧・大陸	diorite & quartz diorite island arc & continental
古生代 オルドビス紀〜デボン紀, 苦鉄質グラノフェルス（苦鉄質ホルンフェルスを含む） 接触変成岩 黒雲母帯	O-D_mghma_cb	9a1a00	154	26	0	古生代 オルドビス紀〜デボン紀	Paleozoic Ordovician - Devonian	変成岩	Metamorphic rocks	苦鉄質グラノフェルス（苦鉄質ホルンフェルスを含む） 接触変成岩 黒雲母帯	mafic granofels ( including mafic hornfels ) biotite zone of contact metamorphic rocks
古生代 オルドビス紀〜デボン紀, 苦鉄質グラノフェルス（苦鉄質ホルンフェルスを含む） 接触変成岩 カリ長石菫青石帯	O-D_mghma_ckc	9a1a1a	154	26	26	古生代 オルドビス紀〜デボン紀	Paleozoic Ordovician - Devonian	変成岩	Metamorphic rocks	苦鉄質グラノフェルス（苦鉄質ホルンフェルスを含む） 接触変成岩 カリ長石菫青石帯	mafic granofels ( including mafic hornfels ) K-feldspar-cordierite zone of contact metamorphic rocks
古生代 オルドビス紀〜デボン紀, 苦鉄質グラノフェルス（苦鉄質ホルンフェルスを含む） 接触変成岩 斜方輝石帯（輝石ホルンフェルス相）	O-D_mghma_cph	9a1a5a	154	26	90	古生代 オルドビス紀〜デボン紀	Paleozoic Ordovician - Devonian	変成岩	Metamorphic rocks	苦鉄質グラノフェルス（苦鉄質ホルンフェルスを含む） 接触変成岩 斜方輝石帯（輝石ホルンフェルス相）	mafic granofels ( including mafic hornfels ) orthopyroxene zone (pyroxene hornets facies rock) of contact metamorphic rocks
中生代 後期白亜紀〜新生代 古第三紀 暁新世 セランディアン期, 礫質片岩 低P/T型広域変成岩　珪線石カリ長石帯	K2-Pg12_msccg_lks	9a6514	154	101	20	中生代 後期白亜紀〜新生代 古第三紀 暁新世 セランディアン期	Mesozoic Late Cretaceous - Cenozoic Paleogene Paleocene Selandian	変成岩	Metamorphic rocks	礫質片岩 低P/T型広域変成岩　珪線石カリ長石帯	conglomerate schist sillmanite-Kfeldspar zone of low P/T regional metamorphic rocks
中生代 後期白亜紀 チューロニアン期〜マーストリヒチアン期, 混在岩 後期白亜紀付加体	K212-22_sx_K2	9a9d97	154	157	151	中生代 後期白亜紀 チューロニアン期〜マーストリヒチアン期	Mesozoic Late Cretaceous Turonian - Maastrichtian	付加体	Accretionary complexes	混在岩 後期白亜紀付加体	mixed rock Late Cretaceous accretionary complex
新生代 古第三紀 漸新世 チャッティアン期〜新第三紀 中新世 アキタニアン期, 非海成層 泥岩	Pg4_snm	9ac9d2	154	201	210	新生代 古第三紀 漸新世 チャッティアン期〜新第三紀 中新世 アキタニアン期	Cenozoic Paleogene Oligocene Chattian - Neogene Miocene Aquitanian	堆積岩	Sedimentary rocks	非海成層 泥岩	non-marine mudstone
古生代 ペルム紀, 変成かんらん岩 中P/T型広域変成岩　角閃岩相	P_mrpr_mam	9b00a0	155	0	160	古生代 ペルム紀	Paleozoic Permian	変成岩	Metamorphic rocks	変成かんらん岩 中P/T型広域変成岩　角閃岩相	metaperidotite amphibolite facies rock of medium P/T regional metamorphic rocks
新生代 古第三紀 始新世 ルテシアン期〜新第三紀 中新世 後期バーディガリアン期, 泥質片岩・泥質グラノフェルス・泥質片麻岩・泥質ミグマタイト 低P/T型広域変成岩　斜方輝石帯（グラニュライト相）	Pg2-N121_msmpe_lop	9b010d	155	1	13	新生代 古第三紀 始新世 ルテシアン期〜新第三紀 中新世 後期バーディガリアン期	Cenozoic Paleogene Eocene Lutetian - Neogene Miocene late Burdigalian	変成岩	Metamorphic rocks	泥質片岩・泥質グラノフェルス・泥質片麻岩・泥質ミグマタイト 低P/T型広域変成岩　斜方輝石帯（グラニュライト相）	pelitic schist, granofels, gneiss & migmatite orthopyroxene zone (granulite facies rocks) of low P/ regional metamorphic rocks
新生代 古第三紀 始新世 ルテシアン期〜新第三紀 中新世 後期バーディガリアン期, 泥質片麻岩・泥質グラノフェルス 低P/T型広域変成岩　斜方輝石帯（グラニュライト相）	Pg2-N121_msgpe_lop	9b010e	155	1	14	新生代 古第三紀 始新世 ルテシアン期〜新第三紀 中新世 後期バーディガリアン期	Cenozoic Paleogene Eocene Lutetian - Neogene Miocene late Burdigalian	変成岩	Metamorphic rocks	泥質片麻岩・泥質グラノフェルス 低P/T型広域変成岩　斜方輝石帯（グラニュライト相）	pelitic gneiss & schist orthopyroxene zone (granulite facies rocks) of low P/ regional metamorphic rocks
古生代 石炭紀, 苦鉄質グラノフェルス（苦鉄質ホルンフェルスを含む） 接触変成岩 黒雲母帯	C_mghma_cb	9b1b00	155	27	0	古生代 石炭紀	Paleozoic Carboniferous	変成岩	Metamorphic rocks	苦鉄質グラノフェルス（苦鉄質ホルンフェルスを含む） 接触変成岩 黒雲母帯	mafic granofels ( including mafic hornfels ) biotite zone of contact metamorphic rocks
古生代 石炭紀, 苦鉄質グラノフェルス（苦鉄質ホルンフェルスを含む） 接触変成岩 カリ長石菫青石帯	C_mghma_ckc	9b1b1b	155	27	27	古生代 石炭紀	Paleozoic Carboniferous	変成岩	Metamorphic rocks	苦鉄質グラノフェルス（苦鉄質ホルンフェルスを含む） 接触変成岩 カリ長石菫青石帯	mafic granofels ( including mafic hornfels ) K-feldspar-cordierite zone of contact metamorphic rocks
古生代 石炭紀, 苦鉄質グラノフェルス（苦鉄質ホルンフェルスを含む） 接触変成岩 斜方輝石帯（輝石ホルンフェルス相）	C_mghma_cph	9b1b5b	155	27	91	古生代 石炭紀	Paleozoic Carboniferous	変成岩	Metamorphic rocks	苦鉄質グラノフェルス（苦鉄質ホルンフェルスを含む） 接触変成岩 斜方輝石帯（輝石ホルンフェルス相）	mafic granofels ( including mafic hornfels ) orthopyroxene zone (pyroxene hornets facies rock) of contact metamorphic rocks
